student_id,gender,school_type,parent_edu,prior_gpa,attendance_pct,quiz_avg,assign_avg,midterm,study_hours_wk,on_time_submit_pct,lms_logins_wk,forum_posts,commute_min,final_score,grade_band,passed
S0232,F,Private,Master,2.99,69.4,53.5,71.6,58.1,6.6,92.5,2.0,2,29.6,62.9,C,1
S0233,F,Public,Bachelor,3.14,64.8,61.7,57.5,46.2,12.1,97.6,4.9,4,26.8,59.4,D,1
S0234,M,Private,Master,2.71,74.2,50.5,54.7,27.4,8.6,61.6,3.6,3,27.9,53.7,D,1
S0235,F,Public,Bachelor,2.34,67.9,60.5,52.9,73.2,5.3,86.8,2.3,4,17.2,53.4,D,1
S0236,M,Private,Master,2.7,62.9,44.5,47.8,55.6,8.1,100.0,1.2,7,34.8,51.7,D,1
S0237,M,Private,Bachelor,3.11,62.8,65.0,48.6,58.3,12.6,87.4,4.0,5,28.8,56.7,D,1
S0238,F,Public,Master,3.34,62.8,71.0,46.8,73.2,11.5,95.2,4.0,5,32.9,67.2,C,1
S0239,M,Public,High School,3.08,78.7,70.9,51.3,59.8,2.9,73.0,4.9,5,24.2,63.1,C,1
S0240,F,Charter,Bachelor,3.17,72.7,56.2,77.3,44.1,12.4,75.7,3.8,4,21.4,63.8,C,1
S0241,F,Public,High School,2.83,70.0,35.0,53.8,44.6,10.8,75.8,4.0,1,10.6,54.9,D,1
S0242,F,Private,Bachelor,3.25,65.9,64.0,35.2,47.8,8.9,77.7,2.5,4,13.8,46.6,F,0
S0243,M,Charter,Bachelor,3.74,65.7,60.5,59.3,51.6,12.3,71.7,3.6,4,14.2,65.8,C,1
S0244,M,Private,High School,3.35,81.2,53.7,51.0,38.9,10.7,81.5,6.5,3,37.7,63.0,C,1
S0245,F,Private,PhD,3.4,74.4,56.3,64.8,43.2,4.7,94.1,7.0,1,5.0,69.0,C,1
S0246,M,Private,High School,3.15,78.7,75.6,63.2,69.1,8.4,65.9,4.1,3,5.0,74.3,B,1
S0247,F,Charter,Master,2.25,59.4,37.3,54.9,48.3,4.9,74.6,2.7,2,27.7,56.0,D,1
S0248,F,Public,PhD,2.48,62.9,56.1,56.1,44.1,6.4,76.6,2.3,2,16.1,48.1,F,0
S0249,F,Public,High School,3.23,78.0,63.8,60.6,43.5,8.3,78.7,7.3,1,18.1,70.2,B,1
S0250,M,Public,Bachelor,2.99,75.8,55.6,49.0,47.8,11.0,85.9,4.1,7,18.4,61.9,C,1
S0251,M,Charter,High School,3.22,78.6,68.2,63.4,36.7,7.5,87.0,4.1,9,14.4,62.5,C,1
S0252,F,Private,High School,3.84,76.0,81.9,76.4,64.9,15.1,83.9,8.5,9,9.4,80.4,A,1
S0253,M,Public,Bachelor,3.36,78.5,59.8,81.2,66.9,12.3,96.4,3.9,1,9.2,89.1,A,1
S0254,M,Charter,PhD,3.63,85.2,64.3,65.7,86.4,15.6,93.0,6.4,5,16.3,78.3,B,1
S0255,F,Public,High School,3.05,69.6,64.0,60.0,41.7,14.4,99.4,2.5,4,5.0,63.8,C,1
S0256,F,Public,Bachelor,2.6,61.9,61.2,61.5,62.9,12.6,75.2,4.8,5,36.1,66.3,C,1
S0257,F,Private,Bachelor,2.97,80.5,59.1,76.4,44.9,5.3,75.8,6.1,4,11.9,64.4,C,1
S0258,F,Public,Master,2.6,60.7,48.7,52.4,35.4,8.4,73.5,0.9,3,33.8,48.6,F,0
S0259,M,Charter,High School,3.78,82.8,45.0,74.5,40.4,10.0,100.0,3.6,4,11.2,75.0,B,1
S0260,F,Public,Bachelor,3.4,73.5,53.7,56.7,55.8,20.4,82.2,6.1,3,38.6,59.6,D,1
S0261,F,Charter,Bachelor,3.26,57.9,44.4,63.1,40.0,11.9,81.6,9.0,5,24.3,59.2,D,1
S0262,M,Private,Bachelor,3.62,85.2,73.5,76.5,52.9,15.7,100.0,7.8,4,5.8,76.2,B,1
S0263,F,Public,PhD,1.99,40.0,38.5,37.3,38.0,6.3,53.8,1.6,1,67.5,36.4,F,0
S0264,F,Charter,Master,3.29,57.1,53.0,55.5,44.6,2.3,87.2,3.5,4,17.3,51.4,D,1
S0265,F,Private,High School,2.34,67.7,51.8,65.2,38.7,4.0,72.7,0.4,4,19.9,54.2,D,1
S0266,F,Public,Bachelor,3.0,74.2,50.0,67.4,25.0,6.9,77.0,5.9,3,17.7,60.3,C,1
S0267,F,Public,Bachelor,2.84,63.3,69.9,68.1,56.5,7.2,67.0,6.0,1,31.7,70.0,B,1
S0268,M,Charter,Bachelor,3.33,74.5,74.3,71.5,59.8,11.4,75.3,4.1,5,5.0,68.6,C,1
S0269,M,Public,Bachelor,3.11,50.9,68.8,54.8,47.0,11.0,76.2,4.3,1,26.5,57.1,D,1
S0270,F,Public,Bachelor,3.67,82.4,73.1,87.3,64.7,3.8,92.7,6.3,6,5.0,85.5,A,1
S0271,F,Public,Bachelor,2.7,69.0,54.6,60.2,67.7,7.1,87.2,7.4,4,25.4,59.4,D,1
S0272,F,Public,PhD,3.35,73.2,77.3,36.3,60.1,9.0,62.2,5.5,3,40.1,63.8,C,1
S0273,F,Private,High School,3.08,71.0,51.6,59.1,68.0,13.5,66.4,2.7,3,16.3,71.0,B,1
S0274,F,Public,PhD,2.18,65.8,41.4,51.0,71.9,7.5,78.4,0.1,3,42.4,46.0,F,0
S0275,F,Public,Bachelor,2.54,65.2,46.6,64.4,78.5,6.6,83.0,1.5,4,5.0,54.9,D,1
S0276,F,Public,Bachelor,2.93,54.3,57.4,53.3,38.5,9.4,61.7,6.8,2,16.0,63.2,C,1
S0277,F,Public,Master,3.56,93.1,61.0,78.9,42.6,6.2,96.1,6.9,3,5.0,68.8,C,1
S0278,F,Charter,Bachelor,3.23,81.9,61.3,69.8,49.9,11.9,82.2,4.4,7,52.5,65.9,C,1
S0279,F,Public,Bachelor,2.42,53.9,32.3,45.3,45.4,5.5,83.1,0.0,3,21.8,44.4,F,0
S0280,F,Charter,Bachelor,2.93,66.5,60.7,58.6,72.6,6.3,69.1,2.6,4,15.6,62.7,C,1
S0281,M,Public,Bachelor,4.0,78.1,52.3,61.6,64.3,16.9,73.3,7.7,7,16.1,70.2,B,1
S0282,M,Public,PhD,3.06,79.2,51.4,64.8,37.4,10.0,76.9,5.3,4,24.8,62.5,C,1
S0283,M,Charter,Master,2.84,51.1,62.8,49.2,46.3,6.3,75.2,4.8,5,20.3,62.3,C,1
S0284,F,Public,High School,3.25,68.5,70.7,62.8,57.1,8.2,78.6,2.4,5,5.9,63.5,C,1
S0285,M,Private,High School,3.38,59.7,61.0,58.8,38.0,11.6,79.1,5.8,4,43.3,59.1,D,1
S0286,M,Charter,Bachelor,2.77,65.4,57.2,57.3,52.1,9.0,98.0,2.0,2,42.5,59.8,D,1
S0287,F,Public,High School,3.25,68.7,53.7,80.7,39.2,10.1,62.1,5.1,5,28.7,73.3,B,1
S0288,M,Public,Bachelor,2.84,69.0,48.2,56.6,30.2,4.7,68.2,2.6,4,30.0,53.0,D,1
S0289,F,Private,High School,3.36,68.8,56.2,45.5,43.2,7.3,78.6,7.5,3,26.4,55.1,D,1
S0290,M,Public,Bachelor,3.08,64.8,41.5,69.6,54.5,7.1,81.1,5.4,5,17.7,50.7,D,1
S0291,M,Public,High School,3.24,77.4,64.0,73.0,60.8,9.4,90.9,4.8,4,15.3,66.5,C,1
S0292,F,Public,Bachelor,2.62,69.8,55.1,40.9,51.8,7.4,86.6,6.3,0,50.8,51.0,D,1
S0293,M,Public,Bachelor,2.59,70.3,45.2,52.3,59.9,6.9,88.8,2.7,2,36.4,50.6,D,1
S0294,M,Private,Bachelor,3.47,73.3,77.7,68.4,71.2,10.5,90.5,2.9,2,5.0,75.1,B,1
S0295,F,Public,PhD,2.96,65.0,61.8,64.5,56.4,14.5,58.8,6.5,3,18.4,63.6,C,1
S0296,F,Public,Master,3.14,70.5,65.6,61.9,56.7,12.1,61.5,5.4,6,31.6,73.8,B,1
S0297,M,Private,Bachelor,2.85,72.5,52.2,60.7,52.6,12.0,92.2,3.5,5,31.3,62.6,C,1
S0298,F,Public,High School,3.45,57.1,57.0,52.7,53.5,12.2,97.5,4.3,2,30.7,67.6,C,1
S0299,M,Public,Master,2.7,70.1,61.5,37.6,26.5,8.0,84.6,4.8,2,5.0,51.9,D,1
S0300,M,Private,PhD,2.93,71.8,59.1,79.4,66.8,10.0,69.5,6.0,5,30.1,64.4,C,1
S0301,F,Public,Master,3.39,74.4,77.8,55.5,64.9,11.2,80.1,3.9,5,39.8,74.1,B,1
S0302,F,Private,High School,3.59,74.7,61.3,67.0,42.4,13.8,81.1,7.1,3,5.0,62.7,C,1
S0303,F,Charter,PhD,2.74,46.9,43.5,53.4,65.5,5.0,65.1,4.3,0,52.4,60.1,C,1
S0304,F,Public,High School,3.98,76.3,73.1,76.2,54.8,15.1,92.9,5.3,6,25.1,73.7,B,1
S0305,F,Private,Master,3.16,85.9,50.8,66.2,50.9,10.1,100.0,4.9,2,25.9,69.4,C,1
S0306,F,Public,PhD,2.48,64.9,61.3,58.2,63.8,1.5,68.8,2.1,2,13.3,60.9,C,1
S0307,M,Public,High School,3.18,69.4,45.7,38.3,53.7,10.0,97.4,7.4,8,14.5,52.3,D,1
S0308,F,Charter,PhD,2.81,68.2,61.9,52.0,69.3,4.3,67.5,2.7,0,20.3,67.9,C,1
S0309,M,Charter,Bachelor,3.22,75.0,54.1,70.0,49.1,8.3,63.7,8.1,1,5.0,74.8,B,1
S0310,M,Public,PhD,2.98,75.1,63.6,67.8,74.8,8.4,91.6,4.7,3,20.4,65.3,C,1
S0311,M,Private,High School,3.04,68.5,66.4,52.4,46.2,4.6,77.7,1.1,1,11.4,57.6,D,1
S0312,M,Charter,PhD,2.54,68.8,55.3,43.8,66.1,7.0,90.7,0.0,3,37.5,57.7,D,1
S0313,F,Charter,High School,3.5,88.4,54.7,68.8,27.7,11.2,100.0,5.3,2,5.0,70.5,B,1
S0314,F,Private,Master,2.42,72.3,44.9,35.0,33.9,9.0,70.9,5.7,2,24.2,54.9,D,1
S0315,F,Public,Bachelor,2.45,83.2,50.0,50.0,52.1,5.4,90.6,5.6,5,13.3,54.9,D,1
S0316,M,Public,Bachelor,3.18,66.6,38.9,77.3,44.6,10.6,71.3,5.3,1,24.1,62.6,C,1
S0317,M,Charter,High School,3.8,91.4,81.2,83.1,62.2,11.9,77.3,5.0,2,56.3,80.3,A,1
S0318,M,Public,Master,2.82,61.9,54.9,62.7,52.1,7.0,91.1,3.2,6,51.0,57.6,D,1
S0319,M,Private,High School,3.35,76.3,50.7,67.1,38.9,5.4,64.9,5.8,5,15.8,60.2,C,1
S0320,F,Public,Bachelor,3.54,81.2,79.4,48.9,47.9,10.8,85.3,8.0,7,19.5,62.5,C,1
S0321,F,Public,High School,3.41,70.0,53.5,56.8,57.0,12.9,99.1,6.7,6,10.4,69.3,C,1
S0322,F,Public,PhD,2.84,69.1,58.6,57.2,44.6,5.6,94.2,6.0,1,23.5,59.6,D,1
S0323,M,Charter,High School,2.45,71.8,45.7,51.6,63.5,6.2,69.4,4.4,4,38.8,64.0,C,1
S0324,F,Public,High School,1.9,53.3,30.0,47.9,38.4,4.4,81.1,3.6,2,10.8,46.2,F,0
S0325,F,Private,High School,2.87,82.0,46.5,74.3,58.3,11.8,65.2,0.0,3,49.2,63.5,C,1
S0326,F,Public,Bachelor,3.59,64.8,55.9,58.6,61.0,11.4,77.9,4.2,4,35.8,60.8,C,1
S0327,F,Public,High School,2.44,79.9,65.2,56.5,45.0,7.6,77.1,0.9,3,40.9,69.2,C,1
S0328,M,Public,Bachelor,3.35,81.5,67.0,72.1,33.5,10.4,88.0,3.0,6,29.0,59.6,D,1
S0329,M,Private,Master,2.52,64.5,53.7,44.3,64.0,5.6,62.7,3.3,2,13.8,54.1,D,1
S0330,M,Public,Master,3.05,67.3,37.0,53.2,36.5,5.8,100.0,1.7,5,39.9,52.2,D,1
S0331,F,Public,Bachelor,3.35,69.5,72.7,56.4,53.8,9.6,61.0,3.5,1,18.4,64.0,C,1
S0332,M,Public,High School,2.67,65.6,55.9,58.6,49.3,8.9,77.4,3.5,5,5.0,54.4,D,1
S0333,M,Public,Bachelor,3.09,70.5,57.1,58.5,52.8,9.7,83.2,1.5,5,25.8,56.7,D,1
S0334,M,Charter,High School,2.79,78.0,69.7,58.5,66.7,12.6,57.0,3.0,3,8.7,63.7,C,1
S0335,M,Charter,Master,3.35,89.3,78.4,61.0,60.2,13.2,99.4,6.7,1,14.2,73.6,B,1
S0336,F,Public,High School,3.12,72.8,70.8,52.6,55.5,13.2,72.3,2.3,5,35.0,67.6,C,1
S0337,F,Private,Bachelor,3.03,63.5,53.3,65.4,64.4,3.0,81.5,6.2,2,23.1,59.8,D,1
S0338,M,Charter,Bachelor,3.78,73.4,54.3,63.3,63.4,16.9,91.7,4.8,4,20.5,68.4,C,1
S0339,M,Public,Master,3.33,71.8,70.4,68.9,49.2,11.1,65.9,5.9,3,40.9,63.9,C,1
S0340,F,Charter,High School,2.65,58.3,37.8,46.6,32.7,8.8,63.7,1.4,1,5.0,49.7,F,0
S0341,M,Charter,Bachelor,2.96,60.1,73.7,52.8,47.1,11.5,98.3,5.3,4,42.1,62.4,C,1
S0342,M,Public,High School,2.96,86.4,62.4,62.1,53.6,8.9,78.8,3.8,4,27.4,68.1,C,1
S0343,M,Public,Master,3.04,72.8,48.0,60.7,36.0,5.9,48.0,5.5,3,23.8,55.5,D,1
S0344,M,Charter,PhD,4.0,73.3,53.7,74.5,58.3,17.3,86.4,5.9,4,19.4,69.3,C,1
S0345,F,Private,Bachelor,3.19,78.4,48.6,59.9,50.3,7.4,81.5,6.1,2,33.7,62.3,C,1
S0346,F,Public,Bachelor,1.98,50.4,45.4,57.7,25.0,2.0,72.5,3.6,2,45.5,47.3,F,0
S0347,M,Public,PhD,2.73,58.5,52.0,60.4,33.5,7.2,53.3,4.1,3,22.8,50.3,D,1
S0348,M,Public,Bachelor,2.03,53.9,33.1,51.0,25.0,4.0,70.0,1.1,1,27.8,39.0,F,0
S0349,F,Private,Bachelor,2.84,81.6,56.2,53.8,47.8,8.4,68.4,3.6,6,35.0,54.7,D,1
S0350,F,Private,Bachelor,2.01,58.0,32.8,59.5,54.9,4.7,72.7,0.0,3,5.0,43.0,F,0
S0351,F,Charter,Bachelor,2.56,46.1,53.0,45.3,27.1,11.3,81.7,3.8,2,25.7,46.2,F,0
S0352,F,Public,High School,2.24,72.1,51.9,56.7,32.0,7.3,77.2,3.8,1,36.3,48.6,F,0
S0353,M,Private,Master,3.19,69.5,55.0,61.6,51.5,7.2,98.8,8.1,6,16.6,66.8,C,1
S0354,M,Private,Bachelor,3.0,55.2,40.2,56.2,36.0,6.8,100.0,7.1,1,13.0,53.2,D,1
S0355,F,Public,High School,3.15,69.0,55.3,58.2,40.5,8.4,67.9,2.9,3,22.0,66.8,C,1
S0356,M,Public,Master,2.95,73.6,54.1,54.0,58.5,7.6,74.9,4.8,6,16.5,67.8,C,1
S0357,F,Charter,Bachelor,2.3,66.3,54.3,41.5,42.9,4.7,81.9,2.5,2,24.8,50.9,D,1
S0358,F,Charter,High School,3.26,87.0,66.2,78.6,38.7,6.7,81.0,7.6,8,16.6,59.5,D,1
S0359,F,Public,Bachelor,3.96,72.8,73.5,62.9,36.9,13.7,56.9,5.5,8,43.6,73.2,B,1
S0360,M,Private,Master,3.2,72.4,54.9,61.6,80.0,8.5,79.7,6.8,4,6.9,73.6,B,1
S0361,F,Public,Master,2.79,62.3,35.0,57.0,60.0,5.3,92.7,2.0,4,38.6,58.4,D,1
S0362,M,Private,PhD,2.29,50.5,56.2,62.7,43.8,7.6,56.1,2.5,2,19.8,55.5,D,1
S0363,F,Private,Master,2.55,72.5,45.5,76.2,48.9,9.7,78.1,1.6,2,32.2,59.2,D,1
S0364,F,Private,High School,3.23,76.0,49.9,65.0,46.5,9.2,59.4,1.1,6,33.6,57.5,D,1
S0365,M,Charter,Bachelor,3.54,77.6,63.4,64.3,63.4,16.5,95.8,4.0,4,45.3,75.2,B,1
S0366,F,Private,Master,3.13,74.7,62.9,52.6,44.9,16.2,84.2,4.3,5,30.2,62.9,C,1
S0367,F,Public,Bachelor,3.4,68.5,54.7,50.1,47.9,12.1,77.2,8.4,1,17.1,63.7,C,1
S0368,M,Private,Bachelor,3.35,65.5,53.4,46.3,59.3,9.0,78.5,3.2,3,24.2,58.5,D,1
S0369,M,Public,Bachelor,3.25,72.8,56.3,55.9,71.5,10.8,64.5,3.9,6,52.5,76.6,B,1
S0370,M,Public,Bachelor,2.67,76.0,71.0,41.4,63.7,4.0,88.8,0.8,3,29.1,62.1,C,1
S0371,M,Public,PhD,3.09,83.7,62.2,74.0,69.6,6.7,71.3,7.0,2,5.0,69.0,C,1
S0372,M,Public,Bachelor,2.58,72.1,45.3,62.7,44.2,2.3,81.8,2.5,2,21.4,49.9,F,0
S0373,F,Private,Bachelor,3.01,70.3,48.1,58.9,43.3,7.1,68.5,3.8,5,18.8,51.7,D,1
S0374,M,Public,PhD,3.17,73.8,57.4,72.7,30.7,6.0,100.0,4.2,4,35.1,65.8,C,1
S0375,M,Private,Bachelor,3.84,78.5,68.7,58.1,61.0,14.2,100.0,2.7,5,5.0,70.2,B,1
S0376,F,Private,High School,2.35,55.2,53.0,46.7,53.3,4.1,98.3,0.0,1,20.7,49.5,F,0
S0377,M,Public,Bachelor,3.24,72.6,61.3,45.6,51.7,10.8,100.0,3.2,5,27.0,59.7,D,1
S0378,F,Charter,Master,3.74,66.7,53.7,71.8,46.5,14.2,79.8,7.6,4,17.1,62.8,C,1
S0379,M,Public,Master,3.38,72.8,56.9,56.5,69.8,14.0,73.2,0.5,4,24.5,66.6,C,1
S0380,M,Public,Master,3.42,87.3,73.1,67.1,66.7,9.6,100.0,6.6,6,25.1,74.7,B,1
S0381,F,Private,Master,3.29,79.5,51.1,73.7,68.7,11.1,81.2,5.9,2,26.7,65.0,C,1
S0382,F,Public,High School,3.65,69.1,57.4,77.1,44.9,12.6,96.5,2.5,3,7.8,71.0,B,1
S0383,F,Public,Master,2.46,64.0,57.6,56.3,41.9,10.6,67.1,2.5,0,39.7,50.0,D,1
S0384,F,Private,Master,2.31,56.4,57.0,57.6,64.0,8.6,65.8,5.1,2,20.4,54.9,D,1
S0385,F,Private,High School,3.0,69.5,55.4,52.7,52.0,12.9,89.9,2.4,5,24.8,63.0,C,1
S0386,M,Public,High School,1.92,67.5,44.5,69.2,37.7,1.0,45.6,0.7,1,12.2,50.6,D,1
S0387,M,Charter,PhD,3.62,81.4,52.3,65.5,48.9,9.5,95.6,11.6,2,22.5,59.4,D,1
S0388,F,Private,Master,3.61,96.0,75.1,70.6,60.5,14.5,92.4,6.7,3,24.8,64.1,C,1
S0389,F,Charter,Master,2.78,77.4,71.3,57.5,67.5,9.9,71.5,3.4,0,26.6,69.7,C,1
S0390,F,Public,Master,2.81,69.8,81.7,70.6,56.3,7.9,78.4,3.1,3,14.2,72.0,B,1
S0391,M,Private,Bachelor,2.96,75.1,62.6,63.6,63.7,7.4,81.8,5.2,6,42.1,68.3,C,1
S0392,M,Charter,Bachelor,3.03,68.6,56.8,67.7,58.7,11.5,83.1,5.9,4,33.6,64.1,C,1
S0393,F,Private,Bachelor,3.06,61.6,46.3,62.9,40.1,3.3,88.9,0.3,3,22.6,55.7,D,1
S0394,M,Private,High School,3.28,83.2,44.8,63.3,40.8,12.5,73.0,0.7,3,21.4,62.7,C,1
S0395,F,Public,Master,2.91,77.2,60.8,70.3,48.1,8.9,100.0,2.3,1,14.4,67.9,C,1
S0396,F,Public,Bachelor,3.47,72.8,85.4,67.5,46.4,9.4,82.2,5.4,5,13.3,71.4,B,1
S0397,M,Public,Bachelor,3.22,74.4,73.2,54.6,52.0,11.4,80.7,5.2,5,45.7,68.8,C,1
S0398,F,Public,Bachelor,2.7,76.9,68.5,51.7,72.5,6.6,100.0,0.3,3,21.1,71.2,B,1
S0399,F,Charter,Bachelor,3.67,83.4,69.0,69.0,59.0,11.8,64.7,5.8,5,63.1,69.4,C,1
S0400,M,Public,High School,2.32,51.5,50.5,61.4,38.8,6.1,96.4,2.7,6,11.0,50.7,D,1
S0401,F,Charter,High School,2.95,71.5,33.4,75.8,69.8,11.0,80.7,2.7,3,30.8,59.4,D,1
S0402,F,Charter,High School,3.48,73.5,69.8,48.6,47.4,11.4,78.5,4.6,1,26.0,63.9,C,1
S0403,F,Public,High School,2.64,75.3,50.6,60.1,38.0,1.8,62.9,2.1,1,27.4,55.5,D,1
S0404,M,Public,PhD,3.15,79.8,54.6,68.3,67.9,5.4,66.3,5.8,3,5.0,63.1,C,1
S0405,F,Charter,High School,3.27,83.3,60.3,67.9,63.1,6.8,78.6,5.2,7,5.0,61.3,C,1
S0406,M,Charter,High School,2.57,56.8,46.7,64.9,46.7,8.6,79.0,1.1,5,30.1,49.1,F,0
S0407,M,Public,Bachelor,2.96,63.4,48.1,65.4,60.6,10.5,87.1,6.3,5,9.8,64.1,C,1
S0408,F,Public,Bachelor,2.92,78.1,59.5,53.3,56.8,13.7,82.4,1.6,2,43.5,60.5,C,1
S0409,M,Private,High School,2.72,62.5,47.6,48.7,35.0,4.9,71.1,0.4,5,23.0,50.8,D,1
S0410,M,Private,Master,4.0,67.8,65.4,69.4,31.3,16.9,100.0,6.5,7,23.8,70.5,B,1
S0411,F,Public,Master,2.62,70.4,39.9,67.7,40.0,1.7,100.0,3.0,1,26.3,59.3,D,1
S0412,F,Private,High School,3.5,70.6,59.3,65.4,69.1,11.1,100.0,5.9,6,21.5,68.6,C,1
S0413,F,Public,High School,2.8,82.4,48.8,48.1,44.8,9.0,73.7,1.6,5,48.8,59.0,D,1
S0414,F,Public,PhD,2.46,66.9,46.1,47.7,53.1,7.6,80.6,4.9,5,44.0,48.0,F,0
S0415,M,Public,Master,3.05,71.8,59.9,67.9,56.2,8.3,87.3,8.1,6,27.1,64.7,C,1
S0416,M,Public,Bachelor,3.32,70.3,44.0,59.9,31.0,10.7,100.0,5.3,3,33.5,54.0,D,1
S0417,M,Public,High School,3.46,87.3,57.9,68.3,50.7,7.1,80.5,6.3,4,40.3,68.3,C,1
S0418,F,Public,Bachelor,3.78,80.7,72.3,77.4,65.0,14.7,76.2,2.2,6,12.1,79.0,B,1
S0419,F,Public,Bachelor,4.0,76.7,52.9,57.5,47.5,13.7,100.0,6.1,4,5.0,67.3,C,1
S0420,F,Public,High School,3.13,64.9,74.7,57.0,53.7,10.6,86.1,3.4,6,32.7,63.7,C,1
S0421,F,Public,Bachelor,2.67,66.1,65.9,53.5,58.3,6.8,63.4,2.0,2,45.3,61.9,C,1
S0422,M,Charter,Bachelor,3.23,64.4,52.6,64.4,53.9,8.9,90.7,3.8,2,5.0,61.1,C,1
S0423,F,Public,Bachelor,2.87,76.9,50.7,68.5,63.3,10.0,100.0,3.1,5,16.6,62.7,C,1
S0424,M,Public,Master,3.46,60.2,60.0,48.5,60.7,15.6,76.3,2.7,0,19.1,59.3,D,1
S0425,F,Private,Master,2.35,62.4,35.9,55.5,33.0,2.2,62.8,1.9,1,13.5,50.3,D,1
S0426,M,Charter,Bachelor,4.0,84.9,49.4,77.8,50.4,8.7,90.4,4.9,4,17.8,72.3,B,1
S0427,F,Public,Master,3.43,77.0,58.2,48.3,55.7,11.5,92.4,7.1,2,6.2,62.5,C,1
S0428,M,Private,High School,2.16,55.8,45.6,52.5,62.0,4.6,70.7,3.1,2,24.4,46.5,F,0
S0429,M,Private,Master,2.65,71.7,56.3,48.3,45.4,8.0,90.1,4.3,4,37.3,68.3,C,1
S0430,M,Private,High School,3.41,67.0,53.5,57.1,33.4,10.6,87.2,7.5,3,5.0,45.5,F,0
S0431,F,Public,High School,3.59,75.7,76.4,43.1,66.1,13.2,98.0,4.3,6,6.3,66.4,C,1
S0432,F,Private,Bachelor,2.36,68.9,37.4,69.5,35.9,5.6,65.0,3.4,4,49.2,50.6,D,1
S0433,M,Public,Bachelor,3.36,77.3,51.0,61.4,37.9,6.8,68.8,7.5,4,10.9,66.7,C,1
S0434,M,Private,PhD,2.03,54.9,50.5,44.9,46.7,2.7,66.2,0.3,2,5.0,46.0,F,0
S0435,F,Private,Bachelor,2.96,79.1,48.3,65.5,62.3,8.3,63.4,0.3,1,27.8,65.0,C,1
S0436,M,Public,High School,3.56,76.3,51.5,56.2,47.5,7.5,90.5,4.5,3,21.1,61.6,C,1
S0437,F,Charter,Bachelor,2.72,73.2,57.6,49.7,57.7,7.8,53.0,5.7,3,28.6,68.9,C,1
S0438,F,Public,Bachelor,2.25,74.7,42.7,71.0,53.8,6.2,67.0,0.7,2,29.6,59.3,D,1
S0439,M,Charter,Bachelor,3.07,79.7,59.6,79.7,63.5,8.2,77.3,3.8,4,43.7,66.9,C,1
S0440,M,Public,Bachelor,2.7,75.9,50.0,55.0,41.0,8.4,64.4,2.2,2,16.0,60.6,C,1
S0441,F,Public,Master,3.31,74.7,52.7,73.4,40.0,5.4,79.5,4.9,4,22.0,63.0,C,1
S0442,M,Public,Master,2.56,71.9,33.7,61.9,33.2,4.4,75.6,1.3,2,20.7,60.9,C,1
S0443,M,Charter,PhD,2.61,67.8,55.4,45.5,60.1,4.0,91.4,0.6,2,37.1,63.3,C,1
S0444,F,Public,High School,1.99,50.2,31.5,42.6,49.6,7.6,57.4,1.1,2,41.7,45.2,F,0
S0445,F,Public,Master,3.08,73.3,57.4,76.1,42.0,16.3,85.1,4.2,3,30.2,65.4,C,1
S0446,F,Public,Bachelor,2.92,71.2,52.1,47.9,77.0,6.0,85.9,6.5,9,57.7,58.5,D,1
S0447,F,Private,Bachelor,2.41,68.7,50.6,77.7,35.5,5.9,73.8,3.1,6,36.3,61.9,C,1
S0448,M,Private,Bachelor,3.1,69.9,56.7,56.4,65.4,7.3,75.0,2.4,3,43.3,71.0,B,1
S0449,M,Public,PhD,3.51,69.0,63.0,78.1,75.3,11.7,71.5,4.3,7,9.2,72.7,B,1
S0450,F,Public,Master,2.89,74.2,50.7,58.4,52.2,6.7,100.0,5.7,2,15.1,62.4,C,1
S0451,F,Public,PhD,3.13,60.8,68.2,67.2,47.2,10.4,82.2,4.0,5,54.0,67.5,C,1
S0452,M,Public,Master,3.14,83.0,44.0,77.0,41.4,11.5,77.6,2.7,2,5.0,69.2,C,1
S0453,F,Public,PhD,2.4,62.1,48.4,68.3,44.7,2.9,99.4,3.2,1,39.5,51.0,D,1
S0454,M,Private,Master,4.0,82.0,77.0,64.1,76.0,13.8,92.7,5.4,6,39.3,81.9,A,1
S0455,F,Public,Bachelor,2.76,72.1,61.1,52.3,38.5,2.7,100.0,4.9,3,43.8,68.3,C,1
S0456,M,Public,High School,3.33,78.0,52.6,63.8,31.5,9.5,66.3,6.0,0,5.0,62.9,C,1
S0457,M,Public,Bachelor,3.38,62.6,50.1,50.1,57.5,9.6,81.0,3.2,4,17.8,63.4,C,1
S0458,M,Charter,High School,2.93,75.9,48.7,63.9,57.5,8.0,62.9,7.9,3,34.7,64.3,C,1
S0459,M,Charter,Bachelor,3.3,75.5,67.4,56.5,80.7,9.3,81.6,5.0,5,34.6,73.5,B,1
S0460,M,Charter,Bachelor,3.12,66.1,49.9,70.7,35.2,8.0,79.7,0.0,3,24.3,54.7,D,1
S0461,F,Public,Bachelor,2.29,56.9,50.8,49.0,46.3,5.4,67.4,3.5,2,18.1,61.1,C,1
S0462,F,Public,PhD,2.83,65.7,57.6,43.5,66.3,9.0,79.0,0.0,4,21.7,60.0,C,1
S0463,F,Public,PhD,2.69,56.5,74.9,69.1,57.4,8.6,72.0,5.8,4,17.3,67.1,C,1
S0464,F,Public,High School,2.77,81.5,62.3,63.6,50.8,8.4,76.4,4.0,3,7.5,64.5,C,1
